titulo,artista,letra,tam_letra,idioma_detectado,sent_label,sent_score,sent_polarity
Listen To Your Heart,Roxette,"I know there's something in the wake of your smile I get a notion from the look in your eyes, yeah You've built a love But that love falls apart Your little piece of heaven Turns to dark Listen to your heart When he's calling for you Listen to your heart There's nothing else you can do I don't know where you're going And I don't know why But listen to your heart Before you tell him goodbye Sometimes you wonder if this fight is worthwhile The precious moments are all lost in the tide, yeah They're swept away and nothing is what it seems The feeling of belonging To your dreams Listen to your heart When he's calling for you Listen to your heart There's nothing else you can do I don't know where you're going And I don't know why But listen to your heart Before you tell him goodbye And there are voices that want to be heard So much to mention, but you can't find the words The scent of magic, the beauty that's been (the beauty that's been) When love was wilder than the wind Listen to your heart (take a listen to it) When he's calling for you Listen to your heart (take a listen to it) Here's nothing else you can do I don't know where you're going And I don't know why But listen to your heart Before, oh Listen to your heart (take a listen to it) When he's calling for you Listen to your heart (take a listen to it) There's nothing else you can do I don't know where you're going And I don't know why But listen to your heart Before you tell him goodbye (Listen to your heart) (Listen to your heart) oh, take a listen to it, heart! (Listen to your heart) Take it, take a listen to it Yeah! (Listen to your heart) (Listen to your heart) (Listen to your heart) Heart! Heart! (Listen to your heart) Heart! Heart! (Listen to your heart) Heart! Heart! (Listen to your heart) Heart! Heart! (Listen to your heart) Heart! Heart!",352,en,neutral,0.5105177164077759,0.0
One Step Closer,Linkin Park,"I cannot take this anymore Saying everything I've said before All these words they make no sense I found bliss in ignorance Less I hear the less you'll say You'll find that out anyway (Just like before) Everything you say to me (Takes me one step closer to the edge, and I'm about to break) I need a little room to breathe ('Cause I'm one step closer to the edge, I'm about to break) I find the answers aren't so clear Wish I could find a way to disappear All these thoughts they make no sense I found bliss in ignorance Nothing seems to go away Over and over again (Just like before) Everything you say to me (Takes me one step closer to the edge, and I'm about to break) I need a little room to breathe ('Cause I'm one step closer to the edge, I'm about to break) Everything you say to me (Takes me one step closer to the edge, and I'm about to break) I need a little room to breathe ('Cause I'm one step closer to the edge, I'm about to break) Shut up when I'm talking to you! Shut up! Shut up! Shut up! Shut up when I'm talking to you! Shut up! Shut up! Shut up! Shut up, I'm about to break Everything you say to me (Takes me one step closer to the edge, and I'm about to break) I need a little room to breathe ('Cause I'm one step closer to the edge, I'm about to break) Everything you say to me (Takes me one step closer to the edge, and I'm about to break) I need a little room to breathe ('Cause I'm one step closer to the edge, and I'm about to break)",294,en,neutral,0.44464755058288574,0.0
Money For Nothing,Dire Straits,"I want my MTV Now look at them yo-yo's that's the way you do it You play the guitar on the MTV That ain't workin', that's the way you do it Money for nothin' and chicks for free Now that ain't workin', that's the way you do it Lemme tell ya, them guys ain't dumb Maybe get a blister on your little finger Maybe get a blister on your thumb We gotta install microwave ovens Custom kitchen deliveries We gotta move these refrigerators We gotta move these colour TV's See the little faggot with the earring and the makeup? Yeah, buddy, that's his own hair That little faggot got his own jet airplane That little faggot, he's a millionaire We gotta install microwave ovens Custom kitchens deliveries We gotta move these refrigerators We gotta move these colour TV's Hoover mover, uh We gotta install microwave ovens Custom kitchens deliveries We gotta move these refrigerators We gotta move these colour TV's Looky here, look out I shoulda learned to play the guitar I shoulda learned to play them drums Look at that mama, she got it stickin' in the camera Man, we could have some fun And he's up there, what's that? Hawaiian noises? Bangin' on the bongoes like a chimpanzee That ain't workin' that's the way you do it Get your money for nothin', get your chicks for free We gotta install microwave ovens Custom kitchen deliveries We gotta move these refrigerators We gotta move these colour TV's Listen here, now that ain't workin' that's the way to do it You play the guitar on the MTV That ain't workin' that's the way you do it Money for nothin' and your chicks for free Money for nothin' and the chicks for free Get your money for nothin' and chicks for free Look at that, look at that Money for nothin' and the chicks for free (I want my, I want my MTV) Money for nothin' and the chicks for free (I want my, I want my MTV)",337,en,neutral,0.5136173367500305,0.0
Natasha,Capital Inicial,"Tem 17 anos e fugiu de casa Às sete horas da manhã no dia errado Levou na bolsa umas mentiras pra contar Deixou pra trás os pais e o namorado Um passo sem pensar Um outro dia, um outro lugar Pelo caminho, garrafas e cigarros Sem amanhã, por diversão, roubava carros Era Ana Paula, agora é Natasha Usa salto quinze e saia de borracha Um passo sem pensar Um outro dia, um outro lugar O mundo vai acabar E ela só quer dançar O mundo vai acabar E ela só quer dançar, dançar, dançar Pneus de carros cantam Thuru, thuru, thuru, thuru Thuru, thuru, thuru, thuru Thuru, thuru, thuru, thuru Thuru, thuru, thuru, thuru Tem sete vidas mas ninguém sabe de nada Carteira falsa com a idade adulterada O vento sopra enquanto ela morde Desaparece antes que alguém acorde Um passo sem pensar Um outro dia, um outro lugar Cabelo verde, tatuagem no pescoço Um rosto novo, um corpo feito pro pecado A vida é bela, o paraíso é um comprimido Qualquer balaco ilegal ou proibido Um passo sem pensar Um outro dia, um outro lugar O mundo vai acabar E ela só quer dançar O mundo vai acabar E ela só quer dançar, dançar, dançar O mundo vai acabar E ela só quer dançar O mundo vai acabar E ela só quer dançar, dançar, dançar Pneus de carros cantam Thuru, thuru, thuru, thuru",234,pt,neutral,0.5168696641921997,0.0
Bed Of Roses,Bon Jovi,"Sitting here, wasted and wounded At this old piano Trying hard to capture the moment This morning, I don't know 'Cause a bottle of vodka is still lodged in my head And some blonde gave me nightmares I think that she's still in my bed As I dream about movies they won't make of me when I'm dead With an ironclad fist I wake up and French kiss the morning While some marching band keeps its own beat in my head While we're talking About all of the things that I long to believe About love, the truth, what you mean to me And the truth is Baby, you're all that I need I wanna lay you down in a bed of roses For tonight I sleep on a bed of nails Oh, I wanna be just as close as the Holy Ghost is And lay you down on a bed of roses Well, I'm so far away Each step that I take is on my way home A king's ransom in dimes I'd given each night just to see through this payphone Still I run out of time or it's hard to get through Till the bird on the wire flies me back to you I'll just close my eyes and whisper Baby, blind love is true I wanna lay you down in a bed of roses For tonight I sleep on a bed of nails Oh, I wanna be just as close as the Holy Ghost is And lay you down on a bed of roses Well, this hotel bar's hangover, whiskey's gone dry The barkeeper's wig's crooked And she's giving me the eye I might have said: Yeah But I laughed so hard I think I died Oh, yeah Now, as you close your eyes Know I'll be thinking about you While my mistress, she calls me To stand in her spotlight again Tonight I won't be alone But you know that don't mean I'm not lonely I've got nothing to prove For it's you that I'd die to defend I wanna lay you down in a bed of roses For tonight I sleep on a bed of nails Oh, I wanna be just as close as the Holy Ghost is And lay you down I wanna lay you down in a bed of roses For tonight I sleep on a bed of nails I wanna be just as close as the Holy Ghost is And lay you down on a bed of roses",417,en,neutral,0.466947078704834,0.0
I Hate Everything About You,Three Days Grace,"Every time we lie awake After every hit we take Every feeling that I get But I haven't missed you yet Every roommate kept awake By every sigh and scream we make All the feelings that I get But I still don't miss you yet Only when I stop to think about it I hate everything about you Why do I love you? I hate everything about you Why do I love you? Every time we lie awake After every hit we take Every feeling that I get But I haven't missed you yet Only when I stop to think about it I hate everything about you Why do I love you? I hate everything about you Why do I love you? Only when I stop to think About you, I know Only when you stop to think About me, do you know? I hate everything about you Why do I love you? You hate everything about me Why do you love me? I hate You hate I hate You love me I hate everything about you Why do I love you?",182,en,negative,0.473664253950119,-0.473664253950119
Maluco Beleza,Raul Seixas,"Enquanto você Se esforça pra ser Um sujeito normal E fazer tudo igual Eu do meu lado Aprendendo a ser louco Um maluco total Na loucura real Controlando A minha maluquez Misturada Com minha lucidez Vou ficar Ficar com certeza Maluco beleza Eu vou ficar Ficar com certeza Maluco beleza E esse caminho Que eu mesmo escolhi É tão fácil seguir Por não ter onde ir Controlando A minha maluquez Misturada Com minha lucidez Eu! Controlando A minha maluquez Misturada Com minha lucidez Vou ficar Ficar com certeza Maluco beleza Eu vou ficar Ficar com certeza Maluco beleza Eu vou ficar Ficar com toda certeza Maluco, maluco beleza",108,pt,neutral,0.48744508624076843,0.0
"Hey, Soul Sister",Train,"Hey Hey Hey Your lipstick stains On the front lobe of my left-side brains I knew I wouldn't forget you And so I went and let you blow my mind Your sweet moonbeam The smell of you in every single dream I dream I knew when we collided You're the one I have decided who's one of my kind Hey, soul sister Ain't that Mr. Mister on the radio, stereo? The way you move ain't fair, you know Hey, soul sister I don't wanna miss a single thing you do Tonight Hey Hey Hey Just in time I'm so glad you have a one-track mind like me You gave my life direction A game show love connection we can't deny I'm so obsessed My heart is bound to beat right out my untrimmed chest I believe in you, like a virgin, you're Madonna And I'm always gonna wanna blow your mind Hey, soul sister Ain't that Mr. Mister on the radio, stereo? The way you move ain't fair, you know Hey, soul sister I don't wanna miss a single thing you do Tonight The way you can cut a rug Watching you's the only drug I need So gangster, I'm so thug You're the only one I'm dreaming of, you see? I can be myself now finally In fact, there's nothing I can't be I want the world to see you be, with me Hey, soul sister Ain't that Mr. Mister on the radio, stereo? The way you move ain't fair, you know Hey, soul sister I don't wanna miss a single thing you do tonight Hey, soul sister I don't wanna miss a single thing you do Tonight Hey Hey Hey Tonight Hey Hey Hey Tonight",287,en,neutral,0.4741099774837494,0.0
Gravity,John Mayer,"Gravity is working against me And gravity wants to bring me down Oh, I'll never know what makes this man With all the love that his heart can stand Dream of ways to throw it all away Oh, gravity is working against me And gravity wants to bring me down Oh, twice as much ain't twice as good And can't sustain like a one half could It's wanting more that's gonna send me to my knees Oh, gravity stay the hell away from me Oh, gravity has taken better men than me How can that be? Just keep me where the light is Just keep me where the light is Just keep me where the light is Come on, keep me where the light is Come on, keep me where the light is Come on, keep me where, keep me where the light is",144,en,negative,0.4046669006347656,-0.4046669006347656
Who Wants To Live Forever,Queen,"There's no time for us There's no place for us What is this thing that builds our dreams Yet slips away from us? Who wants to live forever? Who wants to live forever? Ooh There's no chance for us It's all decided for us This world has only one sweet moment Set aside for us Who wants to live forever? Who wants to live forever? Ooh-ooh-ooh Who dares to love forever Oh-woah, when love must die? But touch my tears with your lips Touch my world with your fingertips And we can have forever And we can love forever Forever is our today Who wants to live forever? Who wants to live forever? Forever is our today Who wants to live forever? Who wants to live forever? Forever is our today",131,en,neutral,0.4617691934108734,0.0
Dark Night,Mark Bernes,"Тёмная ночь, только пули свистят по стeпи Tyomnaya noch', tol'ko puli svistyat po stepi Только вeтeр гудит в проводах, тускло звёзды мeрцают Tol'ko veter gudit v provodakh, tusklo zvezdy mertsayut В тёмную ночь ты, любимая, знаю, нe спишь V tyomnuyu noch' ty, lyubimaya, znayu, ne spish' И у дeтской кроватки тайком ты слeзу утираeшь I u detskoy krovati taykom ty slezu utiraesh' Как я люблю глубину твоих ласковых глаз Kak ya lyublyu glubinu tvoikh laskovykh glaz Как я хочу к ним прижаться сeйчас губами! Kak ya khochu k nim prizhatsya seychas gubami! Тёмная ночь раздeляeт, любимая, нас Tyomnaya noch' razdelyaet, lyubimaya, nas И трeвожная, чёрная стeпь пролeгла мeжду нами I trevozhная, chornaya step' prolegla mezhdu nami Вeрю в тeбя, в дорогую подругу мою Veryu v tebya, v doroguyu podrugu moyu Эта вeра от пули мeня тёмной ночью хранила Eta vera ot puli menya tyomnoy noch'yu khranila Радостно мнe, я спокоeн в смeртeльном бою Radostno mne, ya spokoen v smertelnom boyu Знаю, встрeтишь с любовью мeня, что б со мной ни случилось Znayu, vstretish' s lyubov'yu menya, chto b so mnoy ni sluchilos' Смeрть нe страшна, с нeй встрeчались нe раз мы в стeпи Smert' ne strashna, s ney vstrechalis' ne raz my v stepi Вот и тeпeрь надо мною она кружится Vot i teper' nado mnoy ona kruzhitsya Ты мeня ждёшь и у дeтской кроватки нe спишь Ty menya zhdyosh' i u detskoy krovati ne spish' И поэтому знаю: со мной ничeго нe случится! I poetomu znayu: so mnoy nichego ne sluchitsya!",252,ru,neutral,0.4534362256526947,0.0
About a Girl,Nirvana,"I need an easy friend I do, with an ear to lend I do, think you fit this shoe I do, but you have a clue I'll take advantage while You hang me out to dry But I can't see you every night Free, I do I'm standing in your line I do, hope you have the time I do, pick a number too I do, keep a date with you I'll take advantage while You hang me out to dry But I can't see you every night Free I need an easy friend I do, with an ear to lend I do, think you fit this shoe I do, but you have a clue I'll take advantage while You hang me out to dry But I can't see you every night No, I can't see you every night Free I do, I do, I do, I do",148,en,neutral,0.47587573528289795,0.0
Só Hoje,Jota Quest,"Hoje eu preciso te encontrar de qualquer jeito Nem que seja só pra te levar pra casa Depois de um dia normal Olhar teus olhos de promessas fáceis E te beijar a boca de um jeito que te faça rir (Que te faça rir) Hoje eu preciso te abraçar Sentir teu cheiro de roupa limpa Pra esquecer os meus anseios e dormir em paz Hoje eu preciso ouvir qualquer palavra tua Qualquer frase exagerada que me faça sentir alegria Em estar vivo Hoje eu preciso tomar um café, ouvindo você suspirar Me dizendo que eu sou o causador da tua insônia Que eu faço tudo errado sempre, sempre Hoje preciso de você Com qualquer humor, com qualquer sorriso Hoje só tua presença Vai me deixar feliz Só hoje Hoje eu preciso ouvir qualquer palavra tua Qualquer frase exagerada que me faça sentir alegria Em estar vivo Hoje eu preciso tomar um café, ouvindo você suspirar Me dizendo que eu sou o causador da tua insônia Que eu faço tudo errado sempre, sempre Hoje preciso de você Com qualquer humor, com qualquer sorriso! Hoje só tua presença Vai me deixar feliz Só hoje Hoje preciso de você Com qualquer humor, com qualquer sorriso! Hoje só tua presença Vai me deixar feliz, feliz Só hoje",213,pt,neutral,0.5137412548065186,0.0
Decode,Paramore,"How can I decide what's right When you're clouding up my mind? I can't win your losing fight All the time Nor can I ever own what's mine When you're always taking sides But you won't take away my pride No, not this time Not this time How did we get here When I used to know you so well? But how did we get here? Well, I think I know The truth is hiding in your eyes And it's hanging on your tongue Just boiling in my blood But you think that I can't see What kind of man that you are? If you're a man at all Well, I will figure this one out On my own (I'm screaming: I love you so) On my own (but my thoughts you can't decode) But how did we get here When I used to know you so well? Yeah How did we get here? Well, I think I know Do you see What we've done? We've gone and made such fools of ourselves Do you see What we've done? We've gone and made such fools of ourselves Yeah, yeah, hey How did we get here When I used to know you so well? Yeah, yeah, yeah Well, how did we get here When I used to know you so well? I think I know I think I know Ooh, there is something I see in you It might kill me I want it to be true",246,en,neutral,0.43233487010002136,0.0
This Is Love,Sly And The Family Stone,"Wh, oh turn the strings on do, do, do Ceranne, I might as well admit Ceranne, I gotta tell you quick Shuwa doo wop Shuwa doo wop Shuwa doo wop Ceranne, I feel that we're together Ceranne, I've got to do it, I'd rather Ceranne, I'm not a man for nothing",51,en,neutral,0.46891018748283386,0.0
On Top Of The World,Imagine Dragons,"If you love somebody Better tell them while they're here 'cause They just may run away from you You'll never know quite when, well Then again it just depends on How long of time is left for you I've had the highest mountains I've had the deepest rivers You can have it all, but life keeps moving I take it in, but don't look down 'Cause I'm on top of the world, hey I'm on top of the world, hey Waiting on this for a while now Paying my dues to the dirt I've been waiting to smile, hey Been holding it in for a while, hey Take you with me if I can Been dreaming of this since a child I'm on top of the world I've tried to cut these corners Try to take the easy way out I kept on falling short of something I could've gave up then, but Then again I couldn't have 'cause I've traveled all this way for something I take it in, but don't look down 'Cause I'm on top of the world, hey I'm on top of the world, hey Waiting on this for a while now Paying my dues to the dirt I've been waiting to smile, hey Been holding it in for a while, hey Take you with me if I can Been dreaming of this since a child I'm on top of the world Oh, oh, oh, oh Oh, oh, oh, oh Oh, oh, oh, oh Oh, oh 'Cause I'm on top of the world, hey I'm on top of the world, hey Waiting on this for a while now Paying my dues to the dirt I've been waiting to smile, hey Been holding it in for a while, hey Take you with me if I can Been dreaming of this since a child And I know it's hard when you're falling down And it's a long way up when you hit the ground Get up, now, get up, get up, now And I know it's hard when you're falling down And it's a long way up when you hit the ground Get up, now, get up, get up, now 'Cause I'm on top of the world, hey I'm on top of the world, hey Waiting on this for a while now Paying my dues to the dirt I've been waiting to smile, hey Been holding it in for a while, hey Take you with me if I can Been dreaming of this since a child I'm on top of the world",424,en,neutral,0.4727994203567505,0.0
Sutilmente,Skank,"E quando eu estiver triste Simplesmente me abrace E quando eu estiver louco Subitamente se afaste E quando eu estiver fogo Suavemente se encaixe E quando eu estiver triste Simplesmente me abrace E quando eu estiver louco Subitamente se afaste E quando eu estiver bobo Sutilmente disfarce, é Mas quando eu estiver morto Suplico que não me mate, não Dentro de ti Dentro de ti Mesmo que o mundo acabe, enfim Dentro de tudo que cabe em ti Mesmo que o mundo acabe, enfim Dentro de tudo que cabe em ti E quando eu estiver triste Simplesmente me abrace E quando eu estiver louco Subitamente se afaste E quando eu estiver bobo Sutilmente disfarce, é Mas quando eu estiver morto Suplico que não me mate, não Dentro de ti Dentro de ti Mesmo que o mundo acabe, enfim Dentro de tudo que cabe em ti Mesmo que o mundo acabe, enfim Dentro de tudo que cabe em ti Mesmo que o mundo acabe, enfim Dentro de tudo que cabe em ti Mesmo que o mundo acabe, enfim Dentro de tudo que cabe em ti, yeah",185,pt,neutral,0.4473796486854553,0.0
Self Esteem,The Offspring,"I wrote her off for the tenth time today And practiced all the things I would say But she came over I lost my nerve I took her back and made her dessert Now I know I'm being used That's okay, man, 'cause I like the abuse I know she's playing with me But that's ok, 'cause I've got no self esteem We make plans to go out at night I wait till 2 then I turn out the light This rejection's got me so low If she keeps it up I just might tell her so When she's saying, oh, that she wants only me Then I wonder why she sleeps with my friends When she's saying, oh, that I'm like a disease Then I wonder how much more I can spend Well, I guess I should stick up for myself But I really think it's better this way The more you suffer, the more it shows you really care Right? Yeah! Now I'll relate this a little bit That happens more than I'd like to admit Late at night she knocks on my door She's drunk again and looking to score Now I know I should say no But it's kind of hard when she's ready to go I may be dumb, but I'm not a dweeb I'm just a sucker with no self esteem When she's saying, oh, that she wants only me Then I wonder why she sleeps with my friends When she's saying, oh, that I'm like a disease Then I wonder how much more I can spend Well, I guess I should stick up for myself But I really think it's better this way The more you suffer, the more it shows you really care Right? Yeah!",293,en,neutral,0.4827530086040497,0.0
Dominique,Sourire Soeur,"Dominique, nique, nique S'en allait tout simplement Routier, pauvre et chantant En tous chemins, en tous lieux Il ne parle que du Bon Dieu Il ne parle que du Bon Dieu A l'époque où Jean Sans Terre, d'Angleterre était le roi Dominique notre père, combattit les albigeois Dominique, nique, nique S'en allait tout simplement Routier, pauvre et chantant En tous chemins, en tous lieux Il ne parle que du Bon Dieu Il ne parle que du Bon Dieu Certains jours un hérétique, par des ronces le conduit Mais notre Père Dominique, par sa joie le convertit Dominique, nique, nique S'en allait tout simplement Routier, pauvre et chantant En tous chemins, en tous lieux Il ne parle que du Bon Dieu Il ne parle que du Bon Dieu Ni chameau, ni diligence, il parcourt l'Europe à pied Scandinavie ou Provence, dans la sainte pauvreté Dominique, nique, nique S'en allait tout simplement Routier, pauvre et chantant En tous chemins, en tous lieux Il ne parle que du Bon Dieu Il ne parle que du Bon Dieu Enflamma de toute école filles et garçons pleins d'ardeur Et pour semer la parole, inventa les Frères-Precheurs Dominique, nique, nique S'en allait tout simplement Routier, pauvre et chantant En tous chemins, en tous lieux Il ne parle que du Bon Dieu Il ne parle que du Bon Dieu Chez Dominique et ses frères, le pain s'en vint à manquer Et deux anges se présentèrent, portant de grands pains dorés Dominique, nique, nique S'en allait tout simplement Routier, pauvre et chantant En tous chemins, en tous lieux Il ne parle que du Bon Dieu Il ne parle que du Bon Dieu Dominique vit en reve, les precheurs du monde entier Sous le manteau de la Vierge, en grand nombre rassemblés. Dominique, nique, nique S'en allait tout simplement Routier, pauvre et chantant En tous chemins, en tous lieux Il ne parle que du Bon Dieu Il ne parle que du Bon Dieu Dominique, mon bon Père, garde-nous simples et gais Pour annoncer à nos frères, la vie et la vérité. Dominique, nique, nique S'en allait tout simplement Routier, pauvre et chantant En tous chemins, en tous lieux Il ne parle que du Bon Dieu Il ne parle que du Bon Dieu",373,fr,positive,0.4683680832386017,0.4683680832386017
Hymn For The Weekend (feat. Beyoncé),Coldplay,"Drink from me, drink from me (Oh, ah, oh, ah) That we shoot across the sky Symphony Pour on a That we shoot across the sky Drink from me, drink from me (Oh, ah, oh, ah) That we shoot across the sky Symphony So high, so high That we shoot across the sky Oh, angel sent from up above You know you make my world light up When I was down, when I was hurt You came to lift me up Life is a drink and love's a drug Oh, now, I think I must be miles up When I was a river dried up You came to rain a flood You said: Drink from me, drink from me When I was so thirsty Poured on a symphony Now, I just can't get enough Put your wings on me, wings on me When I was so heavy Poured on a symphony When I'm low, I'm low, I'm low, I'm low I, oh, I, oh, I Got me feeling drunk and high So high, so high Oh, I, oh, I, oh, I Now, I’m feeling drunk and high So high, so high Oh, angel sent from up above I feel you coursing through my blood Life is a drink and your love's about To make the stars come out Put your wings on me, wings on me When I was so heavy Poured on a symphony When I'm low, I'm low, I'm low, I'm low I, oh, I, oh, I Got me feeling drunk and high So high, so high Oh, I, oh, I, oh, I Now I’m feeling drunk and high So high, so high I, oh, I, oh, I La, la, la, la, la, la, la So high, so high I, oh, I, oh, I Now, I'm feeling drunk and high So high, so high That we shoot across the sky That we shoot across the That we shoot across the sky That we shoot across the (That we shoot, baby) That we shoot across the sky That we shoot across the That we shoot across the sky That we shoot across the",354,en,neutral,0.417589008808136,0.0
You Give Love A Bad Name,Bon Jovi,"Shot through the heart, and you're to blame Darling, you give love a bad name An angel's smile is what you sell You promise me heaven, then put me through hell Chains of love got a hold on me When passion's a prison, you can't break free Oh, you're a loaded gun, yeah Oh, there's nowhere to run No one can save me The damage is done Shot through the heart, and you're to blame You give love a bad name (bad name) I play my part and you play your game You give love a bad name (bad name) Hey, you give love a bad name Paint your smile on your lips Blood-red nails on your fingertips A school boy's dream, you act so shy Your very first kiss was your first kiss goodbye Oh, you're a loaded gun Oh, there's nowhere to run No one can save me The damage is done Shot through the heart, and you're to blame You give love a bad name (bad name) I play my part and you play your game You give love a bad name (bad name) You give love Oh, shot through the heart, and you're to blame You give love a bad name I play my part and you play your game You give love a bad name (bad name) Shot through the heart, and you're to blame You give love a bad name (bad name) I play my part and you play your game You give love a bad name (bad name) You give love (woah, oh-oh-oh) You give love (woah, oh-oh-oh), (bad name) You give love (woah, oh-oh-oh) You give love (woah, oh-oh-oh), (bad name) You give love (woah, oh-oh-oh) You give love (woah, oh-oh-oh), (bad name) You give love (woah, oh-oh-oh)",296,en,negative,0.5469151735305786,-0.5469151735305786
(They Long To Be) Close To You,Carpenters,"Why do birds suddenly appear Everytime you are near? Just like me, they long to be Close to you Why do stars fall down from the sky Every time you walk by? Just like me, they long to be Close to you On the day that you were born The angels got together And decided to create a dream come true So they sprinkled moondust in your hair of gold And starlight in your eyes of blue That is why all the girls in town Follow you, all around (follow you, all around) Just like me, they long to be Close to you On the day that you were born The angels got together And decided to create a dream come true So they sprinkled moondust in your hair of gold And starlight in your eyes of blue That is why all the girls in town Follow you, all around Just like me, they long to be Close to you Just like me, they long to be Close to you Ah-ah, close to you Ah-ah, close to you Ah-ah, close to you Ah-ah, close to you Ah-ah, close to you Ah-ah, close to you Ah-ah, close to you",198,en,positive,0.43046653270721436,0.43046653270721436
O Sol,Jota Quest,"Ei, dor Eu não te escuto mais Você não me leva a nada Ei, medo Eu não te escuto mais Você não me leva a nada E se quiser saber Pra onde eu vou Pra onde tenha Sol É pra lá que eu vou E se quiser saber Pra onde eu vou Pra onde tenha Sol É pra lá que eu vou Ei, dor Eu não te escuto mais Você não me leva a nada Ei, medo! Eu não te escuto mais Você não me leva a nada E se quiser saber Pra onde eu vou Pra onde tenha Sol É pra lá que eu vou É pra lá que eu vou E se quiser saber Pra onde eu vou Pra onde tenha Sol É pra lá que eu vou Yeah! Han! Caminho do Sol, eh! Lá lararará! Caminho do Sol, eh! E se quiser saber Pra onde eu vou Pra onde tenha Sol É pra lá que eu vou E se quiser saber Pra onde eu vou Pra onde tenha Sol É pra lá que eu vou É pra lá que eu vou Lá lararará, lararará É pra lá É pra lá que eu vou Lá lararará, lararará Aonde eu vou? Aonde tenha Sol É pra lá que eu vou Lá lararará, lararará É pra lá É pra lá que eu vou Lá lararará, lararará É pra lá que eu vou É pra lá que eu vou Lá lararará, lararará",241,pt,neutral,0.551073431968689,0.0
Best Of You,Foo Fighters,"I've got another confession to make I'm your fool Everyone's got their chains to break Holding you Were you born to resist Or be abused? Is someone getting the best The best, the best, the best of you? Is someone getting the best The best, the best, the best of you? Or are you gone and onto someone new? I needed somewhere to hang my head Without your noose You gave me something that I didn't have But had no use I was too weak to give in Too strong to lose My heart is under arrest again But I break loose My head is giving me life or death But I can't choose I swear I'll never give in I refuse Is someone getting the best The best, the best, the best of you? Is someone getting the best The best, the best, the best of you? Has someone taken your faith? It's real, the pain you feel? Your trust? You must confess Is someone getting the best The best, the best, the best of you? Has someone taken your faith? It's real, the pain you feel? The life, the love you'd die to heal The hope that starts The broken hearts Your trust You must confess Is someone getting the best The best, the best, the best of you? Is someone getting the best The best, the best, the best of you? I've got another confession, my friend I'm no fool I'm getting tired of starting again Somewhere new Were you born to resist or be abused? I swear I'll never give in I refuse Is someone getting the best The best, the best, the best of you? Is someone getting the best The best, the best, the best of you? Has someone taken your faith? It's real, the pain you feel? Your trust? You must confess Is someone getting the best The best, the best, the best of you? Is someone getting the best The best, the best, the best of you?",335,en,negative,0.42884501814842224,-0.42884501814842224
Always Somewhere,Scorpions,Arrive at seven the place feels good No time to call you today Encore till eleven then Chinese food Back to the hotel again I call your number the line ain't free I like to tell you: come to me A night without you seems like a lost dream Love I can't tell you how I feel Always somewhere Miss you where I've been I'll be back to love you again Always somewhere Miss you where I've been I'll be back to love you again Another morning another place The only day off is far away But every city has seen me in the end And brings me to you again Always somewhere Miss you where I've been I'll be back to love you again Always somewhere Miss you where I've been I'll be back to love you again,139,en,neutral,0.484068900346756,0.0
Nada por mim,Kid Abelha,"Você me tem fácil demais Mas não parece capaz De cuidar do que possui Você sorriu e me propôs Que eu te deixasse em paz Me disse vai, e eu não fui Não faça assim Não faça nada por mim Não vá pensando que eu sou seu Você me diz o que fazer Mas não procura entender Que eu faço só pra te agradar Me diz até o que vestir Com quem andar e aonde ir Mas não me pede pra voltar Não faça assim Não faça nada por mim Não vá pensando que eu sou seu Não faça assim Não faça nada por mim Não vá pensando que eu sou seu Não faça assim Não faça nada por mim Não vá pensando que eu sou seu Não faça assim Não faça nada por mim Não vá pensando que eu sou seu Não faça assim Não faça nada por mim Não vá pensando que eu sou seu Não, não, não, não Não faça assim Não faça nada por mim Não vá pensando que eu sou seu",176,pt,neutral,0.526118278503418,0.0
Look After You,The Fray,"If I don't say this now, I will surely break As I'm leaving the one I want to take Forgive the urgency, but hurry up and wait My heart has started to separate Oh, ooh, oh Oh, ooh, oh Be my baby Oh, ooh, oh-oh Oh, ooh, oh Be my baby I'll look after you There now, steady love, so few come and don't go Will you, won't you, be the one I'll always know? When I'm losing my control, the city spins around You're the only one who knows, you slow it down Oh, ooh, oh Oh, ooh, oh Be my baby Oh, ooh, oh-oh Oh, ooh, oh Oh, ooh, oh Be my baby I'll look after you And I'll look after you If ever there was a doubt My love, she leans into me This most assuredly counts She says most assuredly Oh, ooh, oh Oh, ooh, oh Be my baby I'll look after you After you Oh, ooh, oh Oh, ooh, oh Be my baby Oh, ooh, oh-oh It's always have and never hold You've begun to feel like home, yeah But what's mine is yours to leave or take What's mine is yours to make your own Oh, ooh, oh Oh, ooh, oh Be my baby Oh, ooh, oh-oh Oh, ooh, oh Oh, ooh, oh Be my baby Oh, ooh, oh-oh Oh, ooh, oh Oh, ooh, oh Be my baby Oh, ooh, oh-oh Oh, ooh, oh Oh, ooh, oh Be my baby Oh, ooh, oh-oh",249,en,positive,0.38167065382003784,0.38167065382003784
